id_1636,id_1808,address,id_frick,confidence,mention_1636,mention_1639,mention_1645,material,jurisdiction,note_id,floors,rooms,heated_rooms,chambers,hallways,kitchens,basements,stables,baths,breweries,bakeries,warehouses,stores,inns,other_rooms,owner_profession_raw,renter_profession_raw,guest_profession_raw,title_lt,occupant_profession,occupant_title,occupant_title_region,occupant_title_rank,guest,guest_region,guest_group,source_lt
321,311?,Vokiečių 8,26.03,2,1,,,2,1,,2,7,?,?,?,?,2,4,0,0,0,2,0,0,vaistinė; sodas,valdovo gydytojas / tarėjas,?,—,Gydytojo Motiejaus Letovo mūrnamis,gydytojas,tarėjas,Vilniaus miesto,taryba,—,,,"Valdovo gydytojo ir Vilniaus tarėjo Motiejaus [Vorbeko] Letovo (Litaw) mūrnamis, priklauso miesto jurisdikai. Viršuje ir apačioje septyni kambariai, du sandėliai, vaistinė, du rūsiai, pašiūrė keturiems arkliams laikyti, gale [namo] sodas. Parodė valdovo suteiktą privilegiją."
322,312?,Vokiečių 10,26.04,2,1,1,,2,3?,,2?,11+,?,3+,?,?,0,20,0,0,0,3,0,0,,Polocko vaivada,žydų vyresnysis,—,Kiškų mūrnamis,,vaivada,Polocko,senatas,—,,,"Kiškų mūrnamis, dabar Polocko vaivados [Jonušo Kiškos], bajoriškas. Jį laiko žydų vyresnysis Mykolas Faitelovičius, kuris renka činšo mokestį. Beveik visuose kambariuose gyvena žydai. Kambarių keliolika, trys sandėliai, nemažai kamarų, prie kambarių arklidė dvidešimčiai arklių laikyti. Niekas jame negali apsistoti, nes [namas] apsaugotas 1552 konstitucija."
323,313d?,,26.05,3,1,1,,2,1,,1,5,0,2,0,0,1,0,0,0,0,1,0,0,,jėzuitai?,?,LDK dvaro maršalo tarnai,Jono Kučkovskio mūrnamis,katalikų dvasininkas,vienuoliai,jėzuitų,katalikų,dvaro maršalas,LDK,ministrai,"Jono Kučkovskio (Kuczkowski) mūrnamis, jame gyvena žydai, priklauso miesto jurisdikai, jėzuitų nuosavybė. Jame du kambariai su kamaromis, gale trys [kambariai] be kamarų. Yra vienas sandėlis, rūsys. Prieš tai buvo apsistoję LDK maršalo [Jono Stanislovo] Sapiegos tarnai, o dabar pagal prievolę paskirta LDK [dvaro] maršalo [Kristupo Veselovskio] tarnams."
324,313d?,Vokiečių 12?,26.06,3,1,,,2,1,,1,3,0,0,0,0,2,0,0,1,0,2,0,0,,Šv. Jono bažnyčia,?,LDK dvaro maršalo tarnai,Baltramiejaus Daškevičiaus mūrnamis,katalikų dvasininkas,,,katalikų,dvaro maršalas,LDK,ministrai,"Baltramiejaus Daškevičiaus (Daszkiewicz) mūrnamis, priklauso miesto jurisdikai, Šv. Jono bažnyčios nuosavybė. Jame trys kambariai, du sandėliai, du rūsiai, alkoholio darykla. Prieš tai niekas nebuvo apsistojęs, nes pats [savininkas] buvo tarėjas, dabar pagal prievolę apsigyveno LDK dvaro maršalo [Kristupo Veselovskio] tarnai."
325,314?,Vokiečių 14/16?,26.07,2,1,,,2,1,Galbūt sukeista vietomis su 326,2,9,0,7,0,0,2,4,1,1,1,1,0,0,,bajoras,?,LDK referendorius (anksčiau: LDK maršalo tarnai; mokesčių rinkėjai),Bovnienės mūrnamis,bajoras,,,,pasaulietinis referendorius,LDK,ministrai,"Bovnienės (Bownina) mūrnamis, dabar Kasparo Švencickio (Świeckiego, Święcickiego), priklauso miesto jurisdikai. Viršuje trys kambariai, vienas su kamara, apačioje šeši kambariai, vienas sandėlis. Dar yra du rūsiai, alkoholio darykla, kepykla, pirtis, arklidė keturiems arkliams laikyti, po tris kamaras apačioje ir viršuje daiktams susidėti. Prieš tai buvo paskirta LDK maršalo [Stanislovo] Sapiegos tarnams arba mokesčių rinkėjams, dabar pagal prievolę užrašyta pasaulietiniam LDK referendoriui [Kristupui Dominykui] Obrinskiui (Obrzyński, Obryński)."
326,315?,Vokiečių 14/16?,26.08,2,1,,,2,1,Galbūt sukeista vietomis su 325,2?,8,0,6,0,0,3,11,1,1,0,2,0,0,raugykla,?,?,valdovo dvariškis (anksčiau: LDK maršalo tarnai),Malavkos našlės mūrnamis,,,,,dvariškis,valdovo,dvaro,"Malavkos našlės (Malawczyna) mūrnamis, priklauso miesto jurisdikai. Jame aštuoni kambariai, du sandėliai, trys rūsiai, dvi arklidės – viena penkiems arkliams, kita šešiems laikyti. Dar yra alkoholio darykla, raugykla, pirtis, šešios kamarėlės daiktams susidėti. Buvo apsistoję [LDK maršalo Jono Stanislovo] Sapiegos tarnai, dabar pagal prievolę apsigyveno valdovo dvariškis Gebeltas (Giebełt, Grebellt)."
327,316,Vokiečių 18,26.09,2,1,,1,2,1?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,auksakalys (našlė),?,—,Auksakalio Liberto našlės mūrnamis,auksakalys,,,,—,,,"Auksakalio Karolio [Liberto] našlės mūrnamis, kuriai teisės ir privilegijos suteiktos dar Žygimanto Augusto, todėl nerevizavome."
328,370,Vokiečių 18a,26.10,2,1,1,,2,1,,2,9,0,3,5,4,3,6,0,1,0,3,0,1,vaistinė,Suolininkas / pirklys?,vaistininkas?,—,Suolininko Jono Jakštelio mūrnamis,pirklys|gydytojas,suolininkas,Vilniaus miesto,taryba,—,,,"[Suolininko] Jono Jakštelio (Jakrztel) mūrnamis. Jame kambarių ir sandėlių [po] du, trys rūsiai, alkoholio darykla, arklidė dviem arkliams laikyti [(...)]. Prieš tai niekas nebuvo apsistojęs, nes pats [šeimininkas] suolininkas."
329,371,Evangelikų liuteronų bažnyčia (Vokiečių 20),26.11,2,1,,,2,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,liuteronų bažnyčia,?,—,Evangelikų liuteronų bažnyčia,liuteronų dvasininkas,,,liuteronų,—,,,"Evangelikų liuteronų bažnyčia, ten pat ir [jų] mokykla, kur gyvena ministrai. Privilegiją turėjo parodyti Vilhelmas."
330,372?,Vokiečių 22?,26.12,2,1,,,2,,,1,4,0,0,0,0,1,0,0,0,0,1,0,0,,liuteronų bažnyčia,?,valdovo inžinierius,Jono Zaleskio mūrnamis,liuteronų dvasininkas,,,liuteronų,inžinierius,valdovo,dvaro,"Mūrnamis šalia evangelikų liuteronų bažnyčios, jai taip pat priklauso. Jį nuomoja ir gyvena Jonas Zaleskis (Zaleski). Jame keturi kambariai, vienas sandėlis, rūsys, sklypas gana erdvus, tačiau neužstatytas. Prieš tai niekas nebuvo apsistojęs, o dabar pagal prievolę paskirta valdovo inžinieriui Aderiui. Namo globėjas Vilhelmas turi parodyti privilegiją."
331,373,Vokiečių 24,26.13,3,1,,1,2,3,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Krasnoje Selo seniūnas / valdovo dvariškis,?,—,Bezvartų mūrnamis,,seniūnas,Krasnoje Selo,žemietija,—,,,"Vadinamasis Bezvartų (Bezwartowska) mūrnamis, priklauso pilies jurisdikai, valdovo dvariškio, Krasnoje Selo seniūno nuosavybė. Namas neblogas ir erdvus, niekas nebuvo apsistojęs, nes nuo seno yra kilmingų savininkų."
332,374,Vokiečių 26,26.14,3,1,,,2,3?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,Anykščių ir Radaškovičių seniūnas / valdovo dvariškis,?,—,Valdovo dvariškio Glebavičiaus mūrnamis,,seniūnas,Anykščių ir Radaškovičių,žemietija,—,,,"Prašmatnus Anykščių ir Radaškovičių seniūno, valdovo dvariškio [Jurgio Karolio] Glebavičiaus mūrnamis, kiemas erdvus ir tęsiasi iki pat pranciškonų [vienuolyno]. Niekas nebuvo apsistojęs ir dabar niekas nepaskirtas, nes nuo seno priklauso savininko protėviams."
333,375,Vokiečių 28/Trakų 17?,26.15,2,1,1,1,2,1,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,valdovo dvariškis,?,Piarnu vaivada,Valdovo dvariškio Vainos mūrnamis,,dvariškis,valdovo,dvaro,vaivada,Piarnu,senatas,"Valdovo dvariškio Luko Vainos mūrnamis, priklauso miesto jurisdikai. Namas už keliolika tūkstančių auksinų užstatytas Dovydui Detelovičiui (Detelowicz). Prašmatnus, nuo seno Vainų, dabar paskirtas Piarnu vaivadai [Konstantinui] Palubinskiui. Šeimininkas užtikrino, kad namui nuo senų laikų suteiktos nemažos privilegijos."
334,411?,,27.01,4,1,,1,2,1?,,2?,8,?,?,?,?,4,0,0,1,0,1,0,0,,?,?,Ostrynės seniūnas (anksčiau: valdovo teisėjas),Volkanų mūrnamis,,,,,seniūnas,Ostrynės,žemietija,"Vadinamasis Volkanų (Wołkanowska) mūrnamis, į kurį pretenduoja keturi asmenys. Jame aštuoni kambariai, vienas sandėlis, keturi rūsiai, alkoholio darykla. Prieš tai buvo apsistojęs valdovo teisėjas Radvanas (Radwan), o dabar pagal prievolę apsigyveno Ostrynės seniūnas [Frydrichas Sapiega]. Turi pateikti teises."
335,376d?,,27.02,4,1,,,2,1,,1,4,0,1,0,0,2,2,0,1,1,2,0,0,,burmistras (našlė),?,Punios seniūnas,Burmistro Skatovičiaus našlės mūrnamis,,burmistras,Vilniaus miesto,taryba,seniūnas,Punios,žemietija,"Burmistro Skatovičiaus našlės (Skatowiczowa) mūrnamis, priklauso miesto jurisdikai. Jame keturi kambariai, penkta kamara, du sandėliai, du rūsiai, alkoholio darykla, kepykla, nedidelė arklidė dviem arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar, burmistro žmonai savo valia leidus, apsigyveno Punios seniūnas [Stanislovas ?] Vaina."
336,376d?,,27.03,4,1,,,2,1,,1,6,0,0,0,0,2,0,0,1,0,1,0,0,,?,?,tribunolo deputatas (anksčiau: maršalų tarnai),Martyno Pustolskio mūrnamis,,,,,tribunolo deputatas,,tribunolas,"Martyno Pustolskio (Pustolski) mūrnamis, nupirktas iš kepurininko Jurgio, priklauso miesto jurisdikai. Jame šeši kambariai, du rūsiai, vienas sandėlis, alkoholio darykla. Prieš tai maršalų tarnai buvo apsistoję, dabar paseniūnis paskyrė Tribunolo deputatui."
337,377,,27.04,4,1,,,2,3,,2?,11+,?,?,?,?,2+,0,0,1,0,11+,0,0,,valdovo gydytojas / tarėjas,?,—,Slucko kunigaikščių mūrnamis,gydytojas,tarėjas,Vilniaus miesto,taryba,—,,,"Slucko kunigaikščių mūrnamis, priklauso pilies jurisdikai. Jame [kambarius] nuomojasi žydai, keliolika kambarių, alkoholio darykla, sandėlių [irgi] keliolika, keli rūsiai."
338,378,Monetų kalykla,27.05,4,1,,,2,3?,,2,2,0,2,3,2,2,1+,0,0,0,1,0,0,,monetų kalėjas,monetų raižytojas (našlė),—,Valdovo monetų kalykla,monetų kalėjas,,,,—,,,"Valdovo monetų kalykla, joje gyvena monetų kalėjas Jonas Trilneris (Tringiel, Trilner), dabar stovi tuščia, joje nemažai gyvenamųjų patalpų."
339,379,,27.06,4,1,,,2,1,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,vėliau – Vilniaus taurininkas / valdovo sekretorius,?,LDK kancleris (anksčiau: Vilniaus vaivados tarnai),Bžostovskių mūrnamis,,,,,kancleris,LDK,ministrai,"Bžostovskių mūrnamis, priklauso miesto jurisdikai, jame dabar gyvena žydai. Prieš tai buvo apsigyvenę buvusio Vilniaus vaivados [Leono Sapiegos] tarnautojai, o dabar pagal prievolę paskirta LDK kancleriui [Albertui Stanislovui Radvilai]."
[314],,,27.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,246?,,27.08,,1,,,1,1,,1,6,0,0,0,0,2,0,0,0,0,0,0,0,,?,siuvėjas,—,Raštininko namas,siuvėjas,,,,—,,,"Raštininko [medinis] namas, [buvus] Šv. Jono [bažnyčios nuosavybė], priklauso miesto jurisdikai. Jame šeši kambariai, du rūsiai. Namą nupirko žydai."
341,381?,,27.09,,1,,1,2,1,,1,2,0,3,0,0,2,2,1,1,0,2,0,0,raugykla,?,?,LDK dvaro maršalo tarnai,Tomo Krečmerio mūrnamis,,,,,dvaro maršalas,LDK,ministrai,"Tomo Krečmerio (Kreczmer, Kretzmer) mūrnamis, priklauso miesto jurisdikai. Jame du kambariai, vienas iš jų su kamara, du sandėliai. Yra du rūsiai, alkoholio darykla, pirtis, raugykla, arklidė dviem arkliams laikyti, dvi kamaros daiktams susidėti. [Šeimininkas] parodė 1634 dabartinio valdovo suteiktą privilegiją, pagal kurią atleidžiamas nuo bet kokio rango svečių apgyvendinimo, išskyrus valdovui apsilankius. Prieš tai buvo apsigyvenę LDK maršalo tarnai, dabar taip pat pagal prievolę apsistojo [LDK] dvaro maršalo [Kristupo Veselovskio] tarnai."
342,382?,,27.10,,1,,1,2,1,,1,5,0,1,0,0,1,4,0,2,0,0,0,0,svirnas; raugykla,?,?,Žiežmarių seniūnas; LDK dvaro maršalo tarnai,Arento Engelbrechto našlės mūrnamis,,,,,dvaro maršalas,LDK,ministrai,"Arento Engelbrechto našlės (Elbrynchentowa, Engielbrychtowa) mūrnamis, priklauso miesto jurisdikai. Jame penki kambariai, iš kurių vienas su kamara. Yra rūsys, dvi alkoholio daryklos, pašiūrė keturiems arkliams laikyti, svirnelis, raugykla. Buvo pagal prievolę paskirta Žiežmarių seniūnui [Vladislovui Dorogostaiskiui], tačiau apsistojo LDK dvaro maršalo [Kristupo Veselovskio] tarnai."
343,383?,,27.11,,1,,1,2,1,,2?,7,3,0,0,0,3,0,1,1,0,5,0,0,raugykla; pašiūrė malkoms,piklys?,?,(anksčiau: LDK dvaro maršalo rotmistras),Stepono Mitašo mūrnamis,,,,,—,,,"Stepono Mitašo (Mitasz) mūrnamis, priklauso miesto jurisdikai. Jame iš viso septyni kambariai, iš jų trys su šildomais kambariais. Yra penki sandėliai, trys rūsiai, alkoholio darykla, pirtis, raugykla, pašiūrė malkoms sukrauti. Prieš tai buvo apsistojęs LDK dvaro maršalo rotmistras. Turi parodyti privilegiją."
344,384d?,,27.12,,1,,,2,1,,2,3,0,2,0,0,3,1+,0,1,0,2,0,0,,Minsko vaivadaitis,?,LDK iždo raštininkas,Minsko vaivadaičio Paco mūrnamis,,vaivada,Minsko,senatas,iždo raštininkas,LDK,ministrai,"Prieš tai buvęs Vilniaus tarėjo [Kasparo ?] Lampertovičiaus (Lampertowicz) mūrnamis, dabar jį nusipirko Minsko vaivadaitis [Jonas Kazimieras Pacas], priklauso miesto jurisdikai. Viršuje trys kambariai, iš jų vienas su kamaromis. Yra du sandėliai, trys rūsiai, kepykla, alkoholio darykla, pašiūrė arkliams laikyti, taip pat nemažai vietos. Buvo pagal prievolę apsistojęs LDK [iždo] raštininkas [Paulius] Jakimovičius (Jachimowicz) ir dabar ketina ten apsigyventi. Namas atleistas [nuo svečių prievolės], kadangi pats [savininkas] yra valdovo dvariškis."
345,384d?,,27.13,,1,,1,1,1,,1,3,0,0,0,0,1,2,0,1,0,1,0,0,,?,?,—,Glinskio namas,,,,,—,,,"Glinskio [medinis] namas, priklauso miesto jurisdikai. Jame trys kambariai, vienas sandėlis, rūsys, alkoholio darykla, pašiūrė dviem arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, nes karmelitai vienuoliai gina, jog namas užrašytas jų bažnyčiai."
346,369?,,28.01,2,1,,,2,4,,1,4,0,3,4,4,1,10,1,0,0,0,0,0,svirnas,?,?,valdovo muzikantas,Putovniko mūrnamis,,,,,muzikantas,valdovo,muzikantai,"Putovniko (Puthownik) mūrnamis, kuriame dabar gyvena žydai, priklauso Vilniaus vyskupo jurisdikai. Jame keturi kambarėliai su priemenėlėmis ir virtuvėlėmis, trys kamarėlės, arklidė dešimčiai arklių laikyti, pirtis, užverstas rūsys, svirnas. Prieš tai niekas nebuvo apsistojęs, dabar paskirta valdovo muzikantui, jei [Vilniaus] vyskupas [Abraomas Vaina] leis."
347,368d?,,28.02,,1,,,2,1,,2,7,2,3,4,4,3,0,0,0,0,3,0,0,,?,?,valdovo muzikantas,Balašeko mūrnamis,,,,,muzikantas,valdovo,muzikantai,"Balašeko (Bałaszek) mūrnamis, dabar žydo Izaoko Elijaševičiaus (Eliaszewicz), priklauso miesto jurisdikai. Namo apačioje, prie vartų, didelis kambarys, priešais kitas kambarys su kamara, sandėlis, šalia kambarėlis ir sandėlis su kamara, gale didelis sandėlis. Antrame aukšte mūrinis kambarys, už jo kitas kambarys su šildomu kambariu, o priešais taip pat kambarėlis su šildomu kambariu. Prie visų šių kambarių priemenės ir virtuvės. Kitoje [vartų] pusėje, viršuje, kambarys su kamara, piemenėle ir virtuvėle. Yra trys rūsiai. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę paskirta valdovo muzikantui."
348,368d?,,28.03,,1,,,2,,,1,3,0,0,1,1,1,0,0,0,0,2,0,0,,?,?,valdovo muzikantai,Rudaminų mūrnamis,,,,,muzikantai,valdovo,muzikantai,"Rudaminų (Rudominowska) mūrnamis, dabar evangelikų liuteronų špitolės, jame gyvena žydai. Priklauso miesto jurisdikai. Jame du kambariai su priemene ir virtuve, du sandėliai, vienas rūsys, kitoje pusėje mažas kambarėlis. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę paskirta valdovo muzikantams. Pagal velionio valdovo [Zigmanto Vazos] ir dabartinio [Vladislovo Vazos] privilegiją atleistas nuo bet kokių svečių prievolės."
349,,,,,0,1,,1,1,,1,3,0,0,0,0,1,0,0,0,0,1,0,0,,?,?,maršalo tarnai,Petro Gaidamavičiaus namas,,,,,—,,,"[1636 praleistas, tačiau 1639 aprašytas namas.] Petro Gaidamavičiaus (Gaydamowicz) [medinis] namas, priklauso miesto jurisdikai. Jame trys kambariai, vienas rūsys, sandėlis. Prieš tai maršalo tarnai buvo apsistoję, dabar niekam nepaskirta."
350,,,28.04,,1,1,,1,1,,1,4,0,0,0,0,1,0,0,0,0,3,0,0,,?,?,—,Tarėjo Mikalojaus Kliučevskio namas,,,,,—,,,"Už Vilniaus tarėjo Mikalojaus Kliučevskio (Kluczewski) mūrnamio [medinis] esantis namas, priklauso miesto jurisdikai. Jame dabar gyvena žydai. Name iš viso keturi kambariai, vienas rūsys, trys sandėliai. Prieš tai niekas nebuvo apsistojęs."
351,,,28.05,,1,,,2,1,,2,3,0,0,1,1,1,0,0,0,0,2,0,0,,tarėjas,?,—,Tarėjo Mikalojaus Kliučevskio mūrnamis,,tarėjas,Vilniaus miesto,taryba,—,,,"Už šio namo nedidelis mūrnamis, kuriame pats tarėjas [Mikalojus Kliučevskis] gyvena, priklauso miesto jurisdikai. Jo apačioje kambarys, sandėlis ir rūsys, viršuje perskirtas kambarys, prie jo sandėliukas su priemenėle ir virtuvėle, gale nedidelis kambarėlis. Kiemas ankštas. Prieš tai niekas nebuvo apsistojęs, kadangi buvo atleistas [nuo prievolės] dėl tarėjo pareigų."
352,,,28.06,,1,,,2,4,,2,16,?,?,?,?,0,0,0,0,0,0,0,0,,vaistininkas,?,valdovo muzikantai,Vaistininko Antano Kroto mūrnamis,vaistininkas,,,,muzikantai,valdovo,muzikantai,"Vaistininko Antano Kroto (Krot) mūrnamis, priklauso Vilniaus vyskupo jurisdikai. Jame šešiolika kambarių, tiek apačioje, tiek ir viršuje, kuriuos nuomojasi žydai, taip pat įvairūs šeimininkai krikščionys. Prieš tai niekas nebuvo apsistojęs, dabar Vilniaus vyskupui [Abraomui Vainai] leidus pagal prievolę paskirta valdovo muzikantams."
353,,,28.07,,1,,,1,4,,1,3,0,1,0,0,1,0,0,0,0,0,0,0,kalvė,[bažnyčia],katilius,Rygos seniūno tarnai,Katiliaus namas,katalikų dvasininkas,,,katalikų,seniūno tarnai,Rygos,žemietija,"Bažnytinis [medinis] namas, jame gyvena katilius, priklauso vyskupo jurisdikai. Jame trys kambariai, kalvė, kamara, rūsys. Prieš tai niekas nebuvo apsistojęs, dabar paskirta Rygos seniūno [Andriejaus Stanislovo Sapiegos] tarnams."
354,,,28.08,,1,,,1,4,,1,1,0,0,0,0,1,2,0,1,0,1,0,0,,siuvėjas (našlė),?,valdovo muzikantai (anksčiau: Rygos seniūno tarnai),Siuvėjo Andriejaus našlės namas,siuvėjas,,,,muzikantai,valdovo,muzikantai,"Siuvėjo Andriejaus našlės [medinis] namas, priklauso vyskupo jurisdikai. Jame kambarys, sandėlis, rūsys, alkoholio darykla, arklidė dviem arkliams laikyti. Buvo apsistoję Rygos seniūno [Andriejaus Stanislovo Sapiegos] tarnai, dabar paskirta valdovo muzikantams."
355,,,28.09,,1,,,1,4,,1,3,0,2,3,3,1,2,0,1,0,0,0,0,,?,?,maršalo tarnautojas,Stanislovo Traškovskio namas,,,,,maršalo tarnautojas,,ministrai,"Stanislovo Traškovskio (Trzaskowski) [medinis] namas, priklauso tai pačiai [vyskupo] jurisdikai. Jame trys kambariai su priemenėlėmis ir virtuvėlėmis, vienas rūsys, dvi kamarėlės, arklidė dviem arkliams laikyti, alkoholio darykla. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę apsigyveno vienas maršalo tarnautojas."
356,,,28.10,,1,,,1,4,,1,2,0,0,0,0,0,2,0,1,0,1,0,0,,?,?,valdovo muzikantai,Alberto Kšonovičiaus namas,,,,,muzikantai,valdovo,muzikantai,"Alberto Kšonovičiaus (Krczonowicz) [medinis] namas, priklauso tai pačiai [vyskupo] jurisdikai. Jame du kambariai, sandėliukas, alkoholio darykla, arklidė dviem arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar Vilniaus vyskupui [Abraomui Vainai] leidus pagal prievolę paskirta [valdovo] muzikantams."
b_mikalojaus,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Šv. Mikalojaus bažnyčia,katalikų dvasininkas,,,katalikų,—,,,
357,317/319d?,,29.01,,1,1,,1,1,,1,3,0,0,0,0,1,4,1,1,1,1,0,0,,pranciškonai?,?,—,Pedživkovskio namas,,,,,—,,,"Pedživkovskio (Piadziwkowski, Piadziewski) [medinis] namas, priklauso miesto jurisdikai. Jame trys kambariai, kepykla, alkoholio darykla, sandėlis, rūsys, gyventojai, svečiai pirtis, arklidė keturiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, pranciškonų vienuoliai savinasi teises, ir dabar niekam nepaskirta. Turi parodyti dokumentus, kokia teise laiko."
358,317/319d?,,29.02,,1,,1,2,1,,1,4,0,5,0,0,4,6,1,1,0,1,0,0,,?,?,valdovo dvariškis,Jokūbo Vergetos mūrnamis,,,,,dvariškis,valdovo,dvaro,"Jokūbo Vergetos (Wergieta) mūrnamis, priklauso miesto jurisdikai. Jame keturi kambariai, sandėlis, keturi rūsiai, alkoholio darykla, pirtis, arklidė šešiems arkliams laikyti, penkios kamarėlės. Prieš tai niekas nebuvo apsistojęs, dabar pagal prievolę paskirta valdovo dvariškiui [Adomui] Stabrovskiui (Stabrowski)."
359,,,29.03,,1,1,,1,1,,1,3,0,0,0,0,0,6,0,0,0,0,0,0,[statomas],?,?,—,Baltramiejaus Pradžiavskio namas,,,,,—,,,"Priešais Baltramiejaus Pradžiavskio (Pradziawski) [medinis] namas, priklauso miesto jurisdikai. Jame vienas kambarys, arklidė šešiems arkliams laikyti, du nebaigti statyti kambariai."
360,,,30.01,,1,,1,1,1,,1,2,0,2,0,0,1,10,0,1,1,1,0,0,,?,?,Karūnos sekretoriaus vežėjai (anksčiau: generolas),Fiodoro Krukovičiaus namas,,,,,sekretorius,Karūnos,ministrai,"Fiodoro Krukovičiaus (Krukowicz, Kruk) [medinis] namas, priklauso miesto jurisdikai. Jame du kambariai, vienas sandėlis, perskirtas rūsys, kepykla, alkoholio darykla, dvi kamaros daiktams susidėti, dvi pašiūrės dešimčiai arklių laikyti. Prieš tai buvo apsistojęs generolas Jundzilas (Iundziłł), o dabar apsigyveno Karūnos sekretoriaus [Mikalojaus Alberto Gnievošo (Gniewosz)] vežėjai su arkliais."
361,,,30.02,,1,,1,1,1,,1,2,0,0,0,0,1,2,1,0,1,0,0,0,,?,?,LDK raštininko tarnautojas,Jurgio Rudziko namas,,,,,raštininkas,LDK,ministrai,"Jurgio Rudziko (Rydzikiewicza, Rudzyk) [medinis] namas, priklauso miesto jurisdikai. Jame kambarėlis, kepykla, kambarėlis, pirtis, rūsys, arklidė dviem arkliams laikyti. Prieš tai buvo apsistojęs LDK raštininko [Kazimiero Leono] Sapiegos tarnautojas, ir dabar tas pats apsigyveno."
362,,,30.03,,1,,1,1,1,,1,4,0,0,0,0,1,4,1,1,1,1,0,0,,burmistras (našlė),?,tribunolo deputatai,Burmistro Dzieganovskio našlės namas,,burmistras,Vilniaus miesto,taryba,tribunolo deputatas,,tribunolas,"Burmistro Dzieganovskio (Dzieganowska, Dziekanowska) našlės [medinis] namas, priklauso miesto jurisdikai. Jame keturi kambariai, sandėliukas, vienas rūsys, kepykla, pirtis, alkoholio darykla, pašiūrė keturiems arkliams laikyti. Prieš tai niekas nebuvo apsistojęs, dabar tarėjai paskyrė Tribunolo deputatams."
363,,,30.04,,1,,,2,1,,1,3,0,1,0,0,1,2,0,0,0,2,0,0,galerija malkoms,tarėjas,?,—,Tarėjo Andriejaus Snarskio mūrnamis,,tarėjas,Vilniaus miesto,taryba,—,,,"[Vilniaus tarėjo] Andriejaus Snarskio (Snarski, Sznarski) mūrnamis, priklauso miesto jurisdikai. Jame trys kambariai, viena kamara, du sandėliai, vienas rūsys, arklidė dviem arkliams laikyti, galerija malkoms sukrauti. Prieš tai niekas nebuvo apsistojęs ir dabar nepaskirta, nes priklauso tarėjui."
364,316,,30.05,,1,,1,2,1,,1,3,3,3,0,0,1,4,1,1,1,1,0,0,,?,?,Upytės maršalas (anksčiau: tribunolo deputatai),Adomo Lemparskio mūrnamis,,,,,maršalas,Upytės,žemietija,"Adomo Lemparskio (Lamparski, Leparski) mūrnamis, priklauso miesto jurisdikai. Jame trys kambariai su šildomais kambariais, vienas sandėlis, vienas rūsys, kepykla, pirtis, alkoholio darykla, arklidė keturiems arkliams laikyti, trys kamarėlės. Prieš tai nuolat apsistodavo Tribunolo deputatai, dabar pagal prievolę apsigyveno Upytės maršalas [Kristupas] Bialozoras."
365,,,30.06,,1,,1,1,1?,,1,2,0,0,0,0,1,0,0,0,0,0,0,0,,LDK etmono muzikantas,?,—,Muzikanto Motiejaus Motanskio varteliai,muzikantas,,,,—,,,"LDK etmono [Kristupo Radvilos] muzikanto Motiejaus Motanskio (Motański, Mietuński) varteliai. Juose du kambarėliai, rūsys. Prieš tai niekas negyveno ir dabar niekas neapsistojo, nes nėra kur."
366,,,30.07,,1,,1,1,1,,1,3,0,0,0,0,1,7,0,1,0,1,0,0,pašiūrė vežimams,šaltkalvis,?,Žemaičių kaštelionas (anksčiau: Vilniaus vaivados tarnai),Šaltkalvio Jokūboi namas,šaltkalvis,,,,kaštelionas,Žemaičių,senatas,"Batsiuviui Bukeriui (Bukier) [anksčiau priklausęs medinis] namas, dabar šaltkalvio Jokūbo. Priklauso miesto jurisdikai. Jame trys kambariai, rūsys, sandėlis, alkoholio darykla, arklidė septyniems arkliams laikyti, pašiūrė vežimams sustatyti. Prieš tai buvo apsistoję Vilniaus vaivados tarnai, o dabar pagal prievolę paskirta Žemaičių kaštelionui [Jonui Alfonsui] Lackiui."
367,,,30.08,,1,1,1,2,1,,1,4,0,0,0,0,2,12,0,0,0,2,0,0,,?,pranciškonai,—,Šaltkalvio Jokūbo namas,katalikų dvasininkas,vienuoliai,pranciškonų,katalikų,—,,,"Pauliaus Bocevičiaus (Bociewicz) mūrnamis, dabar jį laiko pranciškonų vienuoliai. Priklauso miesto jurisdikai. Jame keturi dideli ir maži kambariai, du sandėliai, du rūsiai, pašiūrė dvylikai arklių laikyti. Kiemas gana erdvus. Prieš tai niekas nebuvo apsistojęs ir dabar niekam nepaskirta, nes pranciškonai neleidžia."
